Histogram, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 2, 6, 4, 4, 9, 9, 5, 7, 12, 13, 11, 6, 13, 9, 12, 15, 10, 24, 12, 31, 25, 25, 33, 45, 60, 76, 67, 85, 174, 118, 114, 288, 862, 158, 78, 97, 141, 113, 78, 64, 35, 41, 26, 14, 16, 16, 10, 6, 5, 11, 6, 2, 9, 2, 8, 3, 9, 6, 4, 4, 5, 3, 1, 2, 1, 2, 1, 2, 2, 0, 0, 0, 2, 0, 0, 0, 1
bins:100,-0.90209675, -0.8857786, -0.86946046, -0.8531423, -0.8368242, -0.82050604, -0.8041879, -0.78786975, -0.7715516, -0.75523347, -0.7389153, -0.7225972, -0.70627904, -0.6899609, -0.67364275, -0.6573246, -0.64100647, -0.6246884, -0.60837024, -0.5920521, -0.57573396, -0.5594158, -0.5430977, -0.52677953, -0.5104614, -0.49414325, -0.4778251, -0.46150696, -0.44518882, -0.42887068, -0.41255254, -0.3962344, -0.37991625, -0.3635981, -0.34727997, -0.33096182, -0.31464368, -0.29832554, -0.2820074, -0.26568925, -0.24937113, -0.23305298, -0.21673484, -0.2004167, -0.18409856, -0.16778041, -0.15146229, -0.13514414, -0.118826, -0.10250786, -0.08618972, -0.069871575, -0.053553436, -0.037235294, -0.020917155, -0.004599014, 0.011719126, 0.028037267, 0.044355407, 0.06067355, 0.07699169, 0.09330983, 0.10962797, 0.1259461, 0.14226425, 0.15858239, 0.17490053, 0.19121867, 0.20753682, 0.22385496, 0.2401731, 0.25649124, 0.2728094, 0.28912753, 0.30544567, 0.32176378, 0.33808193, 0.35440007, 0.3707182, 0.38703635, 0.4033545, 0.41967264, 0.43599078, 0.45230892, 0.46862707, 0.4849452, 0.5012633, 0.51758146, 0.5338996, 0.55021775, 0.5665359, 0.58285403, 0.5991722, 0.6154903, 0.63180846, 0.6481266, 0.66444474, 0.6807629, 0.697081, 0.7133992, 0.7297173
