Histogram, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 3, 1, 2, 0, 2, 4, 4, 3, 2, 4, 6, 12, 8, 8, 15, 12, 13, 11, 17, 17, 16, 18, 15, 14, 24, 28, 19, 21, 45, 66, 85, 83, 84, 159, 110, 76, 157, 1075, 111, 58, 73, 173, 111, 74, 63, 45, 42, 18, 13, 25, 15, 12, 7, 4, 11, 12, 8, 8, 8, 8, 3, 6, 4, 3, 3, 11, 1, 1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1
bins:100,-0.8404951, -0.8237791, -0.8070631, -0.7903471, -0.77363104, -0.75691503, -0.740199, -0.723483, -0.706767, -0.690051, -0.67333496, -0.65661895, -0.63990295, -0.62318695, -0.60647094, -0.58975494, -0.57303894, -0.5563229, -0.53960687, -0.52289087, -0.50617486, -0.48945886, -0.47274283, -0.45602682, -0.43931082, -0.4225948, -0.40587878, -0.38916278, -0.37244678, -0.35573074, -0.33901474, -0.32229874, -0.3055827, -0.2888667, -0.2721507, -0.2554347, -0.23871866, -0.22200266, -0.20528664, -0.18857063, -0.17185462, -0.1551386, -0.1384226, -0.121706575, -0.104990564, -0.08827455, -0.07155854, -0.054842528, -0.038126517, -0.021410504, -0.0046944916, 0.012021521, 0.028737534, 0.045453545, 0.06216956, 0.07888557, 0.09560158, 0.11231759, 0.12903361, 0.14574961, 0.16246563, 0.17918165, 0.19589765, 0.21261367, 0.22932968, 0.2460457, 0.2627617, 0.27947772, 0.29619372, 0.31290975, 0.32962576, 0.34634176, 0.3630578, 0.3797738, 0.3964898, 0.4132058, 0.42992184, 0.44663784, 0.46335384, 0.48006988, 0.49678588, 0.5135019, 0.5302179, 0.5469339, 0.56364995, 0.58036596, 0.59708196, 0.61379796, 0.63051397, 0.64722997, 0.66394603, 0.68066204, 0.69737804, 0.71409404, 0.73081005, 0.74752605, 0.76424205, 0.7809581, 0.7976741, 0.8143901, 0.8311061
