Histogram, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 2, 7, 120, 93, 50, 47, 50, 38, 20, 36, 24, 47, 33, 29, 32, 20, 25, 20, 18, 17, 16, 15, 13, 18, 15, 17, 19, 12, 18, 15, 21, 10, 11, 16, 15, 14, 13, 14, 13, 11, 14, 19, 11, 5, 8, 12, 25, 18, 110, 80, 731, 308, 165, 128, 69, 43, 42, 31, 28, 16, 20, 25, 24, 14, 13, 18, 8, 16, 13, 8, 12, 9, 10, 10, 7, 10, 11, 12, 3, 7, 8, 5, 3, 3, 5, 4, 5, 0, 2, 10
bins:100,-0.68678075, -0.67539304, -0.66400534, -0.6526177, -0.64123, -0.6298423, -0.6184546, -0.60706687, -0.59567916, -0.5842915, -0.5729038, -0.5615161, -0.5501284, -0.5387407, -0.52735305, -0.51596534, -0.50457764, -0.49318993, -0.48180225, -0.47041455, -0.45902684, -0.44763917, -0.43625146, -0.4248638, -0.41347608, -0.40208837, -0.3907007, -0.379313, -0.3679253, -0.3565376, -0.3451499, -0.3337622, -0.32237452, -0.31098682, -0.29959914, -0.28821144, -0.27682373, -0.26543605, -0.25404835, -0.24266066, -0.23127297, -0.21988526, -0.20849757, -0.19710988, -0.18572219, -0.17433448, -0.16294679, -0.1515591, -0.14017141, -0.1287837, -0.11739601, -0.10600831, -0.09462062, -0.083232924, -0.07184523, -0.06045754, -0.049069844, -0.03768215, -0.026294453, -0.014906759, -0.0035190643, 0.007868631, 0.019256325, 0.03064402, 0.042031717, 0.05341941, 0.0648071, 0.0761948, 0.08758249, 0.09897019, 0.11035788, 0.12174558, 0.13313328, 0.14452097, 0.15590866, 0.16729635, 0.17868406, 0.19007175, 0.20145944, 0.21284714, 0.22423483, 0.23562253, 0.24701022, 0.2583979, 0.2697856, 0.28117332, 0.292561, 0.3039487, 0.31533638, 0.32672408, 0.3381118, 0.34949946, 0.36088717, 0.37227488, 0.38366255, 0.39505026, 0.40643793, 0.41782564, 0.42921335, 0.44060102, 0.45198873
