Histogram, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 3, 1, 2, 0, 2, 4, 4, 3, 2, 4, 6, 12, 8, 8, 15, 12, 13, 11, 17, 17, 16, 18, 15, 14, 24, 28, 19, 21, 45, 66, 85, 83, 84, 159, 110, 76, 157, 1075, 111, 58, 73, 173, 111, 74, 63, 45, 42, 18, 13, 25, 15, 12, 7, 4, 11, 12, 8, 8, 8, 8, 3, 6, 4, 3, 3, 11, 1, 1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1
bins, -0.8404949879568673, -0.8237789754913274, -0.8070629630257875, -0.7903469505602476, -0.7736309380947077, -0.7569149256291677, -0.7401989131636278, -0.723482900698088, -0.7067668882325481, -0.6900508757670082, -0.6733348633014683, -0.6566188508359283, -0.6399028383703884, -0.6231868259048485, -0.6064708134393086, -0.5897548009737688, -0.5730387885082289, -0.556322776042689, -0.5396067635771491, -0.5228907511116092, -0.5061747386460693, -0.4894587261805294, -0.47274271371498944, -0.45602670124944955, -0.43931068878390966, -0.4225946763183698, -0.4058786638528299, -0.38916265138728995, -0.37244663892175006, -0.3557306264562102, -0.33901461399067023, -0.32229860152513035, -0.30558258905959046, -0.2888665765940506, -0.2721505641285107, -0.2554345516629708, -0.2387185391974309, -0.22200252673189091, -0.20528651426635103, -0.18857050180081114, -0.17185448933527125, -0.15513847686973137, -0.13842246440419148, -0.1217064519386516, -0.1049904394731116, -0.08827442700757171, -0.07155841454203182, -0.054842402076491936, -0.03812638961095205, -0.021410377145412163, -0.004694364679872276, 0.01202164778566761, 0.028737660251207497, 0.045453672716747495, 0.06216968518228738, 0.07888569764782727, 0.09560171011336716, 0.11231772257890704, 0.12903373504444693, 0.14574974750998682, 0.1624657599755268, 0.1791817724410667, 0.1958977849066066, 0.21261379737214647, 0.22932980983768636, 0.24604582230322625, 0.26276183476876613, 0.279477847234306, 0.2961938596998459, 0.3129098721653858, 0.3296258846309257, 0.34634189709646557, 0.36305790956200545, 0.37977392202754556, 0.39648993449308545, 0.41320594695862534, 0.4299219594241652, 0.4466379718897051, 0.463353984355245, 0.4800699968207849, 0.49678600928632477, 0.5135020217518647, 0.5302180342174045, 0.5469340466829444, 0.5636500591484843, 0.5803660716140242, 0.5970820840795641, 0.613798096545104, 0.6305141090106441, 0.647230121476184, 0.6639461339417239, 0.6806621464072637, 0.6973781588728036, 0.7140941713383435, 0.7308101838038834, 0.7475261962694233, 0.7642422087349632, 0.7809582212005031, 0.797674233666043, 0.8143902461315828, 0.8311062585971228
