Histogram, 46, 42, 19, 16, 10, 17, 13, 13, 11, 12, 14, 10, 8, 8, 12, 11, 12, 11, 11, 11, 11, 13, 8, 14, 12, 12, 13, 16, 19, 9, 30, 19, 14, 7, 8, 14, 16, 18, 22, 11, 19, 19, 17, 21, 17, 42, 31, 59, 217, 126, 1368, 73, 51, 28, 42, 22, 20, 15, 12, 16, 12, 19, 11, 7, 10, 8, 4, 5, 8, 6, 8, 3, 7, 7, 6, 7, 4, 8, 11, 7, 27, 4, 6, 4, 9, 2, 14, 2, 6, 5, 4, 11, 10, 6, 8, 14, 8, 26, 14, 41
bins, -0.5550317562583087, -0.5439688965467249, -0.532906036835141, -0.5218431771235572, -0.5107803174119734, -0.4997174577003895, -0.4886545979888057, -0.47759173827722184, -0.466528878565638, -0.45546601885405413, -0.4444031591424703, -0.4333402994308865, -0.42227743971930265, -0.4112145800077188, -0.400151720296135, -0.38908886058455117, -0.37802600087296734, -0.3669631411613835, -0.3559002814497996, -0.3448374217382158, -0.33377456202663197, -0.3227117023150481, -0.31164884260346426, -0.30058598289188043, -0.2895231231802966, -0.2784602634687128, -0.26739740375712895, -0.2563345440455451, -0.2452716843339613, -0.2342088246223774, -0.22314596491079358, -0.21208310519920975, -0.20102024548762593, -0.1899573857760421, -0.17889452606445827, -0.16783166635287444, -0.15676880664129056, -0.14570594692970673, -0.1346430872181229, -0.12358022750653908, -0.11251736779495525, -0.10145450808337142, -0.09039164837178754, -0.07932878866020371, -0.06826592894861988, -0.05720306923703605, -0.04614020952545217, -0.03507734981386834, -0.024014490102284514, -0.012951630390700686, -0.001888770679116858, 0.00917408903246697, 0.020236948744050798, 0.031299808455634626, 0.042362668167218454, 0.05342552787880228, 0.06448838759038611, 0.07555124730196994, 0.08661410701355388, 0.0976769667251377, 0.10873982643672153, 0.11980268614830536, 0.1308655458598892, 0.14192840557147302, 0.15299126528305684, 0.16405412499464067, 0.1751169847062245, 0.18617984441780833, 0.19724270412939215, 0.20830556384097598, 0.2193684235525598, 0.23043128326414375, 0.24149414297572758, 0.2525570026873114, 0.26361986239889523, 0.27468272211047906, 0.2857455818220629, 0.2968084415336467, 0.30787130124523054, 0.31893416095681437, 0.3299970206683982, 0.34105988037998203, 0.35212274009156586, 0.3631855998031497, 0.3742484595147336, 0.38531131922631745, 0.3963741789379013, 0.4074370386494851, 0.41849989836106893, 0.42956275807265276, 0.4406256177842366, 0.45168847749582053, 0.46275133720740436, 0.4738141969189882, 0.484877056630572, 0.49593991634215584, 0.5070027760537397, 0.5180656357653235, 0.5291284954769073, 0.5401913551884912, 0.5512542149000751
