Histogram, 2, 1, 100, 45, 36, 17, 28, 40, 26, 15, 15, 12, 16, 21, 15, 17, 15, 18, 12, 12, 13, 8, 14, 15, 17, 14, 16, 13, 14, 14, 15, 12, 13, 14, 13, 5, 17, 18, 16, 20, 20, 17, 23, 24, 30, 16, 65, 31, 240, 80, 286, 2034, 131, 59, 60, 90, 24, 25, 32, 16, 16, 15, 18, 5, 7, 5, 9, 15, 6, 7, 5, 10, 4, 6, 8, 5, 5, 5, 6, 7, 4, 5, 8, 7, 10, 7, 2, 7, 10, 12, 6, 11, 8, 7, 8, 5, 10, 21, 21, 137
bins, -0.5801896, -0.56886363, -0.5575377, -0.54621166, -0.5348857, -0.52355975, -0.5122338, -0.50090784, -0.48958185, -0.47825587, -0.4669299, -0.45560396, -0.44427797, -0.43295202, -0.42162603, -0.41030008, -0.39897412, -0.38764814, -0.37632218, -0.3649962, -0.35367024, -0.34234428, -0.3310183, -0.31969234, -0.30836636, -0.2970404, -0.28571445, -0.27438846, -0.2630625, -0.25173652, -0.24041057, -0.2290846, -0.21775863, -0.20643267, -0.1951067, -0.18378073, -0.17245476, -0.16112879, -0.14980283, -0.13847686, -0.1271509, -0.11582492, -0.10449896, -0.09317299, -0.08184703, -0.07052106, -0.05919509, -0.047869124, -0.036543153, -0.025217187, -0.01389122, -0.0025652528, 0.008760715, 0.020086681, 0.03141265, 0.042738616, 0.054064583, 0.06539055, 0.07671652, 0.08804248, 0.09936845, 0.11069442, 0.122020386, 0.13334635, 0.14467232, 0.15599829, 0.16732426, 0.17865023, 0.18997619, 0.20130216, 0.21262813, 0.2239541, 0.23528007, 0.24660602, 0.257932, 0.26925796, 0.28058392, 0.2919099, 0.30323586, 0.31456184, 0.3258878, 0.33721375, 0.34853974, 0.3598657, 0.37119168, 0.38251764, 0.3938436, 0.40516958, 0.41649553, 0.42782152, 0.43914747, 0.45047343, 0.4617994, 0.47312537, 0.48445135, 0.4957773, 0.50710326, 0.5184292, 0.52975523, 0.5410812, 0.55240715
