Histogram, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 4, 0, 1, 3, 3, 2, 4, 4, 9, 8, 11, 12, 14, 24, 12, 20, 21, 16, 11, 17, 20, 17, 21, 18, 32, 28, 31, 39, 63, 81, 76, 114, 162, 196, 169, 280, 1157, 306, 154, 169, 190, 184, 118, 111, 80, 64, 52, 30, 26, 28, 32, 18, 19, 27, 12, 17, 7, 15, 16, 8, 16, 13, 12, 10, 16, 8, 7, 8, 7, 8, 5, 2, 1, 6, 1, 2, 0, 2, 1, 2, 0, 2, 1, 0, 0, 0, 1
bins, -0.81530505, -0.7988497, -0.7823943, -0.76593894, -0.7494836, -0.7330282, -0.7165728, -0.70011747, -0.6836621, -0.6672067, -0.65075135, -0.634296, -0.6178406, -0.60138524, -0.5849299, -0.56847453, -0.5520191, -0.53556377, -0.5191084, -0.502653, -0.48619765, -0.46974227, -0.45328692, -0.43683153, -0.42037618, -0.4039208, -0.38746542, -0.37101007, -0.35455468, -0.33809933, -0.32164395, -0.30518857, -0.2887332, -0.27227783, -0.25582248, -0.2393671, -0.22291173, -0.20645636, -0.19000098, -0.17354561, -0.15709025, -0.14063488, -0.124179505, -0.10772414, -0.09126876, -0.074813396, -0.058358025, -0.041902654, -0.025447285, -0.008991915, 0.007463455, 0.023918826, 0.040374197, 0.056829564, 0.07328494, 0.089740306, 0.10619567, 0.12265105, 0.13910642, 0.15556179, 0.17201716, 0.18847252, 0.20492789, 0.22138327, 0.23783864, 0.254294, 0.2707494, 0.28720474, 0.30366012, 0.32011548, 0.33657086, 0.35302624, 0.3694816, 0.38593698, 0.40239233, 0.4188477, 0.4353031, 0.45175844, 0.46821383, 0.48466918, 0.50112456, 0.5175799, 0.5340353, 0.5504907, 0.566946, 0.58340144, 0.5998568, 0.61631215, 0.6327675, 0.6492229, 0.66567826, 0.6821336, 0.698589, 0.7150444, 0.73149973, 0.7479551, 0.7644105, 0.78086585, 0.7973212, 0.8137766, 0.83023196
